parent_node_id	current_node_id	parent_accs	current_node_accs	parent_node_param_string	current_node_param_string	is_gt
0	40	[0.63, 0.67, 0.66, 0.66, 0.64, 0.65, 0.69, 0.69, 0.65, 0.64]	[0.83, 0.83, 0.83, 0.82, 0.83, 0.84, 0.82, 0.83, 0.83, 0.83]	act1=relu,act2=softmax,batch_size=32,bi1=zeros,bi2=zeros,epochs=3,ki1=glorot_uniform,ki2=glorot_uniform,loss=hinge,lr=0.001,optimizer=adam,unit1=512	act1=relu,act2=softmax,batch_size=32,bi1=zeros,bi2=zeros,epochs=3,ki1=glorot_uniform,ki2=glorot_uniform,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=512	True
0	34	[0.63, 0.67, 0.66, 0.66, 0.64, 0.65, 0.69, 0.69, 0.65, 0.64]	[0.83, 0.83, 0.82, 0.83, 0.83, 0.82, 0.82, 0.83, 0.83, 0.84]	act1=relu,act2=softmax,batch_size=32,bi1=zeros,bi2=zeros,epochs=3,ki1=glorot_uniform,ki2=glorot_uniform,loss=hinge,lr=0.001,optimizer=adam,unit1=512	act1=relu,act2=softmax,batch_size=32,bi1=zeros,bi2=zeros,epochs=3,ki1=glorot_uniform,ki2=glorot_uniform,loss=mean_squared_logarithmic_error,lr=0.001,optimizer=adam,unit1=512	True
0	38	[0.63, 0.67, 0.66, 0.66, 0.64, 0.65, 0.69, 0.69, 0.65, 0.64]	[0.82, 0.83, 0.83, 0.82, 0.82, 0.83, 0.83, 0.82, 0.82, 0.81]	act1=relu,act2=softmax,batch_size=32,bi1=zeros,bi2=zeros,epochs=3,ki1=glorot_uniform,ki2=glorot_uniform,loss=hinge,lr=0.001,optimizer=adam,unit1=512	act1=relu,act2=softmax,batch_size=32,bi1=zeros,bi2=zeros,epochs=3,ki1=glorot_uniform,ki2=glorot_uniform,loss=categorical_crossentropy,lr=0.001,optimizer=adam,unit1=512	True
0	41	[0.63, 0.67, 0.66, 0.66, 0.64, 0.65, 0.69, 0.69, 0.65, 0.64]	[0.82, 0.82, 0.84, 0.82, 0.83, 0.81, 0.82, 0.82, 0.8, 0.83]	act1=relu,act2=softmax,batch_size=32,bi1=zeros,bi2=zeros,epochs=3,ki1=glorot_uniform,ki2=glorot_uniform,loss=hinge,lr=0.001,optimizer=adam,unit1=512	act1=relu,act2=softmax,batch_size=32,bi1=zeros,bi2=zeros,epochs=3,ki1=glorot_uniform,ki2=glorot_uniform,loss=kullback_leibler_divergence,lr=0.001,optimizer=adam,unit1=512	True
0	42	[0.63, 0.67, 0.66, 0.66, 0.64, 0.65, 0.69, 0.69, 0.65, 0.64]	[0.83, 0.81, 0.82, 0.82, 0.81, 0.84, 0.83, 0.82, 0.82, 0.8]	act1=relu,act2=softmax,batch_size=32,bi1=zeros,bi2=zeros,epochs=3,ki1=glorot_uniform,ki2=glorot_uniform,loss=hinge,lr=0.001,optimizer=adam,unit1=512	act1=relu,act2=softmax,batch_size=32,bi1=zeros,bi2=zeros,epochs=3,ki1=glorot_uniform,ki2=glorot_uniform,loss=poisson,lr=0.001,optimizer=adam,unit1=512	True
40	52	[0.83, 0.83, 0.83, 0.82, 0.83, 0.84, 0.82, 0.83, 0.83, 0.83]	[0.84, 0.82, 0.82, 0.84, 0.82, 0.83, 0.83, 0.82, 0.83, 0.83]	act1=relu,act2=softmax,batch_size=32,bi1=zeros,bi2=zeros,epochs=3,ki1=glorot_uniform,ki2=glorot_uniform,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=512	act1=relu,act2=softmax,batch_size=32,bi1=zeros,bi2=zeros,epochs=3,ki1=glorot_normal,ki2=glorot_uniform,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=512	True
40	53	[0.83, 0.83, 0.83, 0.82, 0.83, 0.84, 0.82, 0.83, 0.83, 0.83]	[0.82, 0.82, 0.84, 0.83, 0.84, 0.83, 0.83, 0.82, 0.82, 0.83]	act1=relu,act2=softmax,batch_size=32,bi1=zeros,bi2=zeros,epochs=3,ki1=glorot_uniform,ki2=glorot_uniform,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=512	act1=relu,act2=softmax,batch_size=32,bi1=zeros,bi2=zeros,epochs=3,ki1=random_normal,ki2=glorot_uniform,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=512	True
40	59	[0.83, 0.83, 0.83, 0.82, 0.83, 0.84, 0.82, 0.83, 0.83, 0.83]	[0.83, 0.82, 0.84, 0.81, 0.83, 0.82, 0.84, 0.83, 0.83, 0.82]	act1=relu,act2=softmax,batch_size=32,bi1=zeros,bi2=zeros,epochs=3,ki1=glorot_uniform,ki2=glorot_uniform,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=512	act1=relu,act2=softmax,batch_size=32,bi1=zeros,bi2=zeros,epochs=3,ki1=glorot_uniform,ki2=random_normal,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=512	True
40	64	[0.83, 0.83, 0.83, 0.82, 0.83, 0.84, 0.82, 0.83, 0.83, 0.83]	[0.82, 0.83, 0.84, 0.83, 0.83, 0.83, 0.82, 0.84, 0.82, 0.83]	act1=relu,act2=softmax,batch_size=32,bi1=zeros,bi2=zeros,epochs=3,ki1=glorot_uniform,ki2=glorot_uniform,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=512	act1=relu,act2=softmax,batch_size=32,bi1=zeros,bi2=zeros,epochs=3,ki1=glorot_uniform,ki2=glorot_uniform,loss=binary_crossentropy,lr=0.001,optimizer=nadam,unit1=512	True
40	68	[0.83, 0.83, 0.83, 0.82, 0.83, 0.84, 0.82, 0.83, 0.83, 0.83]	[0.84, 0.83, 0.81, 0.82, 0.82, 0.83, 0.82, 0.82, 0.84, 0.82]	act1=relu,act2=softmax,batch_size=32,bi1=zeros,bi2=zeros,epochs=3,ki1=glorot_uniform,ki2=glorot_uniform,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=512	act1=relu,act2=softmax,batch_size=16,bi1=zeros,bi2=zeros,epochs=3,ki1=glorot_uniform,ki2=glorot_uniform,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=512	True
