parent_node_id	current_node_id	parent_accs	current_node_accs	parent_node_param_string	current_node_param_string	is_gt
0	53	[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]	[0.1, 0.1, 0.12, 0.11, 0.09, 0.11, 0.15, 0.11, 0.12, 0.1]	act1=None,act2=None,act3=relu,act4=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit2=128	act1=None,act2=None,act3=relu,act4=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=kullback_leibler_divergence,lr=0.001,optimizer=adam,unit2=128	False
0	27	[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]	[0.1, 0.1, 0.1, 0.1, 0.14, 0.1, 0.1, 0.1, 0.1, 0.1]	act1=None,act2=None,act3=relu,act4=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit2=128	act1=exponential,act2=None,act3=relu,act4=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit2=128	False
0	50	[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]	[0.09, 0.13, 0.09, 0.09, 0.1, 0.1, 0.1, 0.08, 0.11, 0.12]	act1=None,act2=None,act3=relu,act4=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit2=128	act1=None,act2=None,act3=relu,act4=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=logcosh,lr=0.001,optimizer=adam,unit2=128	False
53	104	[0.1, 0.1, 0.12, 0.11, 0.09, 0.11, 0.15, 0.11, 0.12, 0.1]	[0.06, 0.1, 0.2, 0.1, 0.1, 0.1, 0.17, 0.14, 0.1, 0.1]	act1=None,act2=None,act3=relu,act4=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=kullback_leibler_divergence,lr=0.001,optimizer=adam,unit2=128	act1=None,act2=None,act3=relu,act4=exponential,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=kullback_leibler_divergence,lr=0.001,optimizer=adam,unit2=128	False
53	99	[0.1, 0.1, 0.12, 0.11, 0.09, 0.11, 0.15, 0.11, 0.12, 0.1]	[0.13, 0.11, 0.11, 0.11, 0.1, 0.08, 0.11, 0.1, 0.1, 0.17]	act1=None,act2=None,act3=relu,act4=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=kullback_leibler_divergence,lr=0.001,optimizer=adam,unit2=128	act1=None,act2=None,act3=sigmoid,act4=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=kullback_leibler_divergence,lr=0.001,optimizer=adam,unit2=128	False
53	110	[0.1, 0.1, 0.12, 0.11, 0.09, 0.11, 0.15, 0.11, 0.12, 0.1]	[0.12, 0.12, 0.11, 0.13, 0.13, 0.09, 0.11, 0.1, 0.11, 0.1]	act1=None,act2=None,act3=relu,act4=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=kullback_leibler_divergence,lr=0.001,optimizer=adam,unit2=128	act1=None,act2=None,act3=relu,act4=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=kullback_leibler_divergence,lr=0.001,optimizer=adam,unit2=128	False
27	174	[0.1, 0.1, 0.1, 0.1, 0.14, 0.1, 0.1, 0.1, 0.1, 0.1]	[0.1, 0.1, 0.1, 0.13, 0.1, 0.14, 0.1, 0.1, 0.1, 0.1]	act1=exponential,act2=None,act3=relu,act4=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit2=128	act1=exponential,act2=None,act3=relu,act4=softmax,batch_size=512,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit2=128	False
27	161	[0.1, 0.1, 0.1, 0.1, 0.14, 0.1, 0.1, 0.1, 0.1, 0.1]	[0.1, 0.11, 0.13, 0.08, 0.11, 0.13, 0.09, 0.11, 0.1, 0.1]	act1=exponential,act2=None,act3=relu,act4=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit2=128	act1=exponential,act2=None,act3=relu,act4=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=mean_absolute_percentage_error,lr=0.001,optimizer=adam,unit2=128	False
27	173	[0.1, 0.1, 0.1, 0.1, 0.14, 0.1, 0.1, 0.1, 0.1, 0.1]	[0.1, 0.1, 0.1, 0.1, 0.12, 0.13, 0.1, 0.1, 0.1, 0.1]	act1=exponential,act2=None,act3=relu,act4=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit2=128	act1=exponential,act2=None,act3=relu,act4=softmax,batch_size=256,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit2=128	False
50	218	[0.09, 0.13, 0.09, 0.09, 0.1, 0.1, 0.1, 0.08, 0.11, 0.12]	[0.17, 0.24, 0.14, 0.14, 0.12, 0.11, 0.12, 0.11, 0.11, 0.14]	act1=None,act2=None,act3=relu,act4=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=logcosh,lr=0.001,optimizer=adam,unit2=128	act1=None,act2=None,act3=relu,act4=exponential,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=logcosh,lr=0.001,optimizer=adam,unit2=128	False
50	202	[0.09, 0.13, 0.09, 0.09, 0.1, 0.1, 0.1, 0.08, 0.11, 0.12]	[0.15, 0.13, 0.16, 0.11, 0.14, 0.12, 0.11, 0.1, 0.13, 0.1]	act1=None,act2=None,act3=relu,act4=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=logcosh,lr=0.001,optimizer=adam,unit2=128	act1=None,act2=None,act3=relu,act4=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=random_normal,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=logcosh,lr=0.001,optimizer=adam,unit2=128	False
50	217	[0.09, 0.13, 0.09, 0.09, 0.1, 0.1, 0.1, 0.08, 0.11, 0.12]	[0.16, 0.11, 0.1, 0.18, 0.18, 0.1, 0.1, 0.04, 0.17, 0.1]	act1=None,act2=None,act3=relu,act4=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=logcosh,lr=0.001,optimizer=adam,unit2=128	act1=None,act2=None,act3=relu,act4=sigmoid,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=logcosh,lr=0.001,optimizer=adam,unit2=128	False
50	214	[0.09, 0.13, 0.09, 0.09, 0.1, 0.1, 0.1, 0.08, 0.11, 0.12]	[0.11, 0.14, 0.09, 0.1, 0.12, 0.14, 0.16, 0.1, 0.07, 0.12]	act1=None,act2=None,act3=relu,act4=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=logcosh,lr=0.001,optimizer=adam,unit2=128	act1=None,act2=None,act3=exponential,act4=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=logcosh,lr=0.001,optimizer=adam,unit2=128	False
50	190	[0.09, 0.13, 0.09, 0.09, 0.1, 0.1, 0.1, 0.08, 0.11, 0.12]	[0.12, 0.13, 0.1, 0.12, 0.11, 0.11, 0.09, 0.12, 0.11, 0.12]	act1=None,act2=None,act3=relu,act4=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=logcosh,lr=0.001,optimizer=adam,unit2=128	act1=None,act2=None,act3=relu,act4=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=random_normal,ki4=glorot_uniform,layer2=1,loss=logcosh,lr=0.001,optimizer=adam,unit2=128	False
104	283	[0.06, 0.1, 0.2, 0.1, 0.1, 0.1, 0.17, 0.14, 0.1, 0.1]	[0.21, 0.16, 0.16, 0.17, 0.21, 0.12, 0.2, 0.15, 0.15, 0.18]	act1=None,act2=None,act3=relu,act4=exponential,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=kullback_leibler_divergence,lr=0.001,optimizer=adam,unit2=128	act1=None,act2=None,act3=relu,act4=exponential,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=poisson,lr=0.001,optimizer=adam,unit2=128	False
104	274	[0.06, 0.1, 0.2, 0.1, 0.1, 0.1, 0.17, 0.14, 0.1, 0.1]	[0.14, 0.13, 0.17, 0.12, 0.26, 0.13, 0.14, 0.21, 0.18, 0.12]	act1=None,act2=None,act3=relu,act4=exponential,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=kullback_leibler_divergence,lr=0.001,optimizer=adam,unit2=128	act1=None,act2=None,act3=relu,act4=exponential,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=mean_squared_error,lr=0.001,optimizer=adam,unit2=128	False
104	277	[0.06, 0.1, 0.2, 0.1, 0.1, 0.1, 0.17, 0.14, 0.1, 0.1]	[0.15, 0.24, 0.14, 0.1, 0.16, 0.19, 0.18, 0.12, 0.15, 0.15]	act1=None,act2=None,act3=relu,act4=exponential,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=kullback_leibler_divergence,lr=0.001,optimizer=adam,unit2=128	act1=None,act2=None,act3=relu,act4=exponential,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=mean_squared_logarithmic_error,lr=0.001,optimizer=adam,unit2=128	False
104	259	[0.06, 0.1, 0.2, 0.1, 0.1, 0.1, 0.17, 0.14, 0.1, 0.1]	[0.1, 0.15, 0.1, 0.19, 0.13, 0.11, 0.19, 0.1, 0.11, 0.11]	act1=None,act2=None,act3=relu,act4=exponential,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=kullback_leibler_divergence,lr=0.001,optimizer=adam,unit2=128	act1=relu,act2=None,act3=relu,act4=exponential,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,loss=kullback_leibler_divergence,lr=0.001,optimizer=adam,unit2=128	False
